Name,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP,GS,MPG,OREB,DREB,REB,RPG,GP,GS,AST,APG,TO,TOPG,A/TO,GP,GS,STL,SPG,GP,GS,BLK,BPG
Amare Campbell,https://www.cbssports.com/college-basketball/players/29644119/amare-campbell/,G,UOP,8,0,3.4,0.1,0,4,0.0,0,1,0.0,1,4,25.0,8,0,3.4,1,1,2,0.3,8,0,0,0.0,1,0.1,0.0,8,0,2,0.30,8,0,0,0.00
Amaree Abram,https://www.cbssports.com/college-basketball/players/28951808/amaree-abram/,G,LATECH,32,32,32.1,12.4,146,345,42.3,67,178,37.6,39,46,84.8,32,32,32.1,15,126,141,4.4,32,32,53,1.7,60,1.9,0.9,32,32,47,1.50,32,32,4,0.10
Amari Jedkins,https://www.cbssports.com/college-basketball/players/28956152/amari-jedkins/,F,MNTNA,29,1,8.8,1.3,14,31,45.2,2,10,20.0,8,13,61.5,29,1,8.8,13,35,48,1.7,29,1,7,0.2,11,0.4,0.6,29,1,6,0.20,29,1,8,0.30
Amari McCottry,https://www.cbssports.com/college-basketball/players/29558034/amari-mccottry/,G,STLOU,31,3,14.5,4.6,53,100,53.0,10,26,38.5,27,46,58.7,31,3,14.5,16,81,97,3.1,31,3,32,1.0,42,1.4,0.8,31,3,32,1.00,31,3,5,0.20
Amari Williams,https://www.cbssports.com/college-basketball/players/3177580/amari-williams/,C,UK,36,36,22.8,10.9,138,246,56.1,1,4,25.0,114,183,62.3,36,36,22.8,74,232,306,8.5,36,36,115,3.2,82,2.3,1.4,36,36,20,0.60,36,36,44,1.20
Amarion Dickerson,https://www.cbssports.com/college-basketball/players/29557317/amarion-dickerson/,G,ROBERT,35,31,29.2,13.3,169,318,53.1,21,76,27.6,106,154,68.8,35,31,29.2,78,130,208,5.9,35,31,46,1.3,48,1.4,1.0,35,31,36,1.00,35,31,82,2.30
Amarr Knox,https://www.cbssports.com/college-basketball/players/28955546/amarr-knox/,G,ALST,36,36,28.7,14.5,187,466,40.1,39,127,30.7,108,143,75.5,36,36,28.7,21,51,72,2.0,36,36,84,2.3,51,1.4,1.6,36,36,61,1.70,36,36,1,0.00
Amarri Monroe,https://www.cbssports.com/college-basketball/players/28953863/amarri-monroe/,F,QUINN,32,31,33,18.1,197,486,40.5,51,187,27.3,133,161,82.6,32,31,33,70,220,290,9.1,32,31,51,1.6,83,2.6,0.6,32,31,72,2.30,32,31,25,0.80
Amdy Ndiaye,https://www.cbssports.com/college-basketball/players/29559165/amdy-ndiaye/,F,PITT,8,0,2.8,0.3,1,3,33.3,0,1,0.0,0,2,0.0,8,0,2.8,1,5,6,0.8,8,0,0,0.0,2,0.3,0.0,8,0,1,0.10,8,0,0,0.00
Ametri Moss,https://www.cbssports.com/college-basketball/players/29231379/ametri-moss/,G,UNF,31,0,13.5,5.3,62,138,44.9,7,30,23.3,33,52,63.5,31,0,13.5,16,36,52,1.7,31,0,72,2.3,43,1.4,1.7,31,0,20,0.60,31,0,2,0.10
Amier Ali,https://www.cbssports.com/college-basketball/players/29557386/amier-ali/,G,ARIZST,32,4,19.2,5.5,54,145,37.2,30,92,32.6,38,53,71.7,32,4,19.2,13,85,98,3.1,32,4,24,0.8,20,0.6,1.2,32,4,15,0.50,32,4,1,0.00
