name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP.1,GS.1,MPG.1,OREB,DREB,REB,RPG,GP.2,GS.2,AST,APG,TO,TOPG,A/TO,GP.3,GS.3,STL,SPG,GP.4,GS.4,BLK,BPG
Alvaro Folgueiras,https://www.on3.com/db/alvaro-folgueiras-250311/,PF,SO,6-9,215,DME Academy,(Malaga),95.74,,Committed,Robert Morris,Iowa Hawkeyes,https://www.cbssports.com/college-basketball/players/29233974/alvaro-folgueiras/,F,ROBERT,35,35,29.3,14.1,176,321,54.8,45,109,41.3,98,125,78.4,35,35,29.3,81,237,318,9.1,35,35,111,3.2,79,2.3,1.4,35,35,49,1.40,35,35,41,1.20
Alyn Breed,https://www.on3.com/db/alyn-breed-4123/,SG,SR,6-3,165,McEachern,"(Powder Springs, GA)",90.83,,Committed,McNeese State,NC State Wolfpack,https://www.cbssports.com/college-basketball/players/3177603/alyn-breed/,G,MCNSE,2,2,30,17.5,12,23,52.2,2,4,50.0,9,9,100.0,2,2,30,2,4,6,3.0,2,2,3,1.5,8,4.0,0.4,2,2,3,1.50,2,2,0,0.00
Amahrie Simpkins,https://www.on3.com/db/amahrie-simpkins-250154/,SG,SR,6-4,190,Brooklyn College Academy,"(Brooklyn, NY)",,,Entered,Morgan State,,https://www.cbssports.com/college-basketball/players/29233428/amahrie-simpkins/,G,MORGAN,26,20,27.3,12.2,130,233,55.8,9,24,37.5,47,83,56.6,26,20,27.3,38,78,116,4.5,26,20,56,2.2,61,2.3,0.9,26,20,22,0.80,26,20,16,0.60
Amani Hansberry,https://www.on3.com/db/amani-hansberry-4148/,PF,SO,6-8,225,Mount Saint Joseph,"(Silver Spring, MD)",93.84,,Committed,West Virginia,Virginia Tech Hokies,https://www.cbssports.com/college-basketball/players/29230992/amani-hansberry/,F,WVU,31,24,23.5,9.8,114,266,42.9,35,120,29.2,42,56,75.0,31,24,23.5,68,132,200,6.5,31,24,44,1.4,45,1.5,1.0,31,24,22,0.70,31,24,12,0.40
Amar Augillard,https://www.on3.com/db/amar-augillard-4163/,SG,-,6-6,205,Zion-Benton,"(Zion, IL)",,,Committed,Fresno State,Western Illinois Leathernecks,https://www.cbssports.com/college-basketball/players/26778062/amar-augillard/,G,FRESNO,11,4,20.3,13.3,47,126,37.3,18,74,24.3,34,41,82.9,11,4,20.3,6,21,27,2.5,11,4,6,0.5,21,1.9,0.3,11,4,10,0.90,11,4,0,0.00
Amar Kuljuhovic,https://www.on3.com/db/amar-kuljuhovic-250079/,PF,SR,6-8,225,Waterloo West,"(Waterloo, IA)",85.00,,Entered,North Dakota,,https://www.cbssports.com/college-basketball/players/29234944/amar-kuljuhovic/,F,NDAK,33,33,24.6,10.7,124,240,51.7,11,46,23.9,93,143,65.0,33,33,24.6,91,133,224,6.8,33,33,60,1.8,62,1.9,1.0,33,33,12,0.40,33,33,7,0.20
Amar'e Marshall,https://www.on3.com/db/amare-marshall-4169/,CG,RS-JR,6-2,,Immaculate Conception,"(Montclair, NJ)",89.00,,Entered,Albany,,https://www.cbssports.com/college-basketball/players/26775746/amare-marshall/,G,ALBANY,31,31,30.4,14.0,153,372,41.1,51,145,35.2,77,96,80.2,31,31,30.4,22,61,83,2.7,31,31,76,2.5,70,2.3,1.1,31,31,47,1.50,31,31,7,0.20
Amaree Abram,https://www.on3.com/db/amaree-abram-4183/,CG,JR,6-4,190,Southern California Academy,"(Humble, TX)",91.65,,Entered,Louisiana Tech,,https://www.cbssports.com/college-basketball/players/28951808/amaree-abram/,G,LATECH,32,32,32.1,12.4,146,345,42.3,67,178,37.6,39,46,84.8,32,32,32.1,15,126,141,4.4,32,32,53,1.7,60,1.9,0.9,32,32,47,1.50,32,32,4,0.10
Amarion Dickerson,https://www.on3.com/db/amarion-dickerson-250332/,SF,JR,6-7,185,,"(Cleveland, OH)",90.38,,Committed,Robert Morris,USC Trojans,https://www.cbssports.com/college-basketball/players/29557317/amarion-dickerson/,G,ROBERT,35,31,29.2,13.3,169,318,53.1,21,76,27.6,106,154,68.8,35,31,29.2,78,130,208,5.9,35,31,46,1.3,48,1.4,1.0,35,31,36,1.00,35,31,82,2.30
Amarri Monroe,https://www.on3.com/db/amarri-monroe-250235/,PF,JR,6-7,220,South Kent School,"(Newburgh, NY)",,,Entered,Quinnipiac,,https://www.cbssports.com/college-basketball/players/28953863/amarri-monroe/,F,QUINN,32,31,33,18.1,197,486,40.5,51,187,27.3,133,161,82.6,32,31,33,70,220,290,9.1,32,31,51,1.6,83,2.6,0.6,32,31,72,2.30,32,31,25,0.80
Amier Ali,https://www.on3.com/db/amier-ali-4274/,SF,FR,6-8,180,Canyon International Academy,"(Columbus, OH)",92.49,,Committed,Arizona State,Mississippi State Bulldogs,https://www.cbssports.com/college-basketball/players/29557386/amier-ali/,G,ARIZST,32,4,19.2,5.5,54,145,37.2,30,92,32.6,38,53,71.7,32,4,19.2,13,85,98,3.1,32,4,24,0.8,20,0.6,1.2,32,4,15,0.50,32,4,1,0.00
Amiri Stewart,https://www.on3.com/db/amiri-stewart-250522/,SG,SR,6-3,191,Archbishop Carroll,"(Boothwyn, PA)",89.00,,Entered,Sacred Heart,,https://www.cbssports.com/college-basketball/players/29557860/amiri-stewart/,G,SACHRT,32,29,27.3,12.5,137,307,44.6,29,99,29.3,96,130,73.8,32,29,27.3,43,109,152,4.8,32,29,88,2.8,59,1.8,1.5,32,29,55,1.70,32,29,29,0.90
Amsal Delalic,https://www.on3.com/db/amsal-delalic-250339/,SG,FR,6-8,210,Hemijska Skola,(Tuzla),,,Entered,Pittsburgh,,https://www.cbssports.com/college-basketball/players/29556624/amsal-delalic/,G,PITT,21,2,13.4,3.8,30,65,46.2,12,34,35.3,8,16,50.0,21,2,13.4,10,31,41,2.0,21,2,15,0.7,19,0.9,0.8,21,2,8,0.40,21,2,1,0.00
Anastasios Rozakeas,https://www.on3.com/db/anastasios-rozakeas-246414/,SF,FR,6-7,225,Lyceum,(Athens),,,Committed,Florida State,Mount St. Mary's Mountaineers,https://www.cbssports.com/college-basketball/players/29558823/anastasios-rozakeas/,G,FSU,13,0,2.5,0.5,2,6,33.3,1,5,20.0,1,2,50.0,13,0,2.5,3,1,4,0.3,13,0,2,0.2,2,0.2,1.0,13,0,1,0.10,13,0,0,0.00
Andrej Stojakovic,https://www.on3.com/db/andrej-stojakovic-147264/,SF,SO,6-6,185,Jesuit,"(Carmichael, CA)",96.11,,Entered,California,,https://www.cbssports.com/college-basketball/players/29231457/andrej-stojakovic/,G,CAL,29,28,33.3,17.9,172,403,42.7,41,129,31.8,135,165,81.8,29,28,33.3,26,109,135,4.7,29,28,51,1.8,65,2.2,0.8,29,28,23,0.80,29,28,34,1.20
Andrew Rohde,https://www.on3.com/db/andrew-rohde-5356/,SF,JR,6-4,160,Brookfield Central,"(Brookfield, WI)",92.39,,Committed,Virginia,Wisconsin Badgers,https://www.cbssports.com/college-basketball/players/28952075/andrew-rohde/,G,UVA,30,26,31,9.3,101,234,43.2,43,104,41.3,34,44,77.3,30,26,31,8,79,87,2.9,30,26,129,4.3,55,1.8,2.3,30,26,36,1.20,30,26,7,0.20
Anquan Boldin Jr.,https://www.on3.com/db/anquan-boldin-jr-250241/,CG,SO,6-4,194,IMG Academy,"(Delray Beach, FL)",,,Entered,Buffalo,,https://www.cbssports.com/college-basketball/players/29231439/anquan-boldin-jr/,G,BUFF,31,31,25.5,7.8,89,178,50.0,13,59,22.0,50,80,62.5,31,31,25.5,49,50,99,3.2,31,31,33,1.1,37,1.2,0.9,31,31,26,0.80,31,31,17,0.50
Ante Brzovic,https://www.on3.com/db/ante-brzovic-187633/,C,SR,6-10,225,Zdravstveno uciliste Zagreb,(Zagreb),94.88,,Entered,College of Charleston,,https://www.cbssports.com/college-basketball/players/28956056/ante-brzovic/,F,CHARLS,33,33,32.5,18.4,240,441,54.4,19,59,32.2,107,160,66.9,33,33,32.5,52,214,266,8.1,33,33,92,2.8,74,2.2,1.2,33,33,28,0.80,33,33,34,1.00
Anthony Arrington Jr.,https://www.on3.com/db/anthony-arrington-jr-250243/,CG,JR,6-2,190,The Galloway School,"(Atlanta, GA)",,,Entered,Wofford,,https://www.cbssports.com/college-basketball/players/28954220/anthony-arrington-jr/,G,WOFF,29,0,15.7,4.0,43,132,32.6,23,86,26.7,8,12,66.7,29,0,15.7,36,30,66,2.3,29,0,30,1.0,19,0.7,1.6,29,0,16,0.60,29,0,2,0.10
Anthony Robinson,https://www.on3.com/db/anthony-robinson-174453/,C,SO,6-10,230,Christ School,"(Peachtree City, GA)",82.25,,Committed,Virginia,Xavier Musketeers,https://www.cbssports.com/college-basketball/players/29231763/anthony-robinson/,F,UVA,26,0,9.2,3.6,31,43,72.1,0,0,—,31,50,62.0,26,0,9.2,18,44,62,2.4,26,0,2,0.1,15,0.6,0.1,26,0,5,0.20,26,0,15,0.60
Anthony Robinson,https://www.on3.com/db/anthony-robinson-174453/,C,SO,6-10,230,Christ School,"(Peachtree City, GA)",82.25,,Committed,Virginia,Xavier Musketeers,https://www.cbssports.com/college-basketball/players/29232015/anthony-robinson-ii/,G,MIZZOU,33,31,23,9.0,85,176,48.3,20,50,40.0,108,140,77.1,33,31,23,30,73,103,3.1,33,31,114,3.5,56,1.7,2.0,33,31,67,2.00,33,31,6,0.20
Anthony Roy,https://www.on3.com/db/anthony-roy-180301/,SG,SR,6-5,200,Dublin,"(Oakland, CA)",92.73,,Committed,Wisconsin Green Bay,Oklahoma State Cowboys,https://www.cbssports.com/college-basketball/players/3177684/anthony-roy/,G,WISGB,11,11,33,25.7,89,176,50.6,48,111,43.2,57,66,86.4,11,11,33,6,51,57,5.2,11,11,28,2.5,31,2.8,0.9,11,11,14,1.30,11,11,2,0.20
Anton Bonke,https://www.on3.com/db/anton-bonke-246495/,C,SO,7-2,270,Vanuatu,"(Thatcher, AZ)",,,Entered,Providence,,https://www.cbssports.com/college-basketball/players/29329179/anton-bonke/,C,PROV,16,1,6.5,1.3,9,12,75.0,0,0,—,3,6,50.0,16,1,6.5,13,6,19,1.2,16,1,4,0.3,12,0.8,0.3,16,1,0,0.00,16,1,5,0.30
Arden Conyers,https://www.on3.com/db/arden-conyers-157619/,SG,SO,6-7,210,Westwood,"(Columbia, SC)",89.00,,Entered,South Carolina,,https://www.cbssports.com/college-basketball/players/29235091/arden-conyers/,G,SC,23,0,13.4,4.3,28,91,30.8,17,59,28.8,26,32,81.3,23,0,13.4,6,21,27,1.2,23,0,4,0.2,6,0.3,0.7,23,0,5,0.20,23,0,3,0.10
Armoni Zeigler,https://www.on3.com/db/armoni-zeigler-174370/,CG,SO,6-4,180,Upper Room Christian School,"(Huntington Station, NY)",,,Entered,Saint Peter's,,https://www.cbssports.com/college-basketball/players/29235013/armoni-zeigler/,G,STPETE,27,23,30.7,11.1,114,245,46.5,19,63,30.2,52,73,71.2,27,23,30.7,39,126,165,6.1,27,23,41,1.5,58,2.1,0.7,27,23,43,1.60,27,23,7,0.30
Arrinten Page,https://www.on3.com/db/arrinten-page-152773/,PF,SO,6-9,225,Wheeler,"(Marietta, GA)",95.04,,Entered,Cincinnati,,https://www.cbssports.com/college-basketball/players/29231175/arrinten-page/,F,CINCY,31,0,9,3.5,40,81,49.4,4,9,44.4,26,41,63.4,31,0,9,27,45,72,2.3,31,0,11,0.4,21,0.7,0.5,31,0,10,0.30,31,0,15,0.50
Arturo Dean,https://www.on3.com/db/arturo-dean-7760/,PG,JR,5-9,145,Putnam Science Academy,"(Miami, FL)",91.63,,Entered,Oklahoma State,,https://www.cbssports.com/college-basketball/players/28953521/arturo-dean/,G,OKLAST,34,21,24.3,7.6,90,227,39.6,14,51,27.5,64,93,68.8,34,21,24.3,22,84,106,3.1,34,21,116,3.4,80,2.4,1.5,34,21,84,2.50,34,21,1,0.00
Asa Thomas,https://www.on3.com/db/asa-thomas-147248/,SF,SO,6-7,185,Lake Forest,"(Lake Forest, IL)",86.17,,Committed,Clemson,Furman Paladins,https://www.cbssports.com/college-basketball/players/29233389/asa-thomas/,F,CLEM,12,0,2.3,1.2,4,10,40.0,4,8,50.0,2,3,66.7,12,0,2.3,0,2,2,0.2,12,0,2,0.2,3,0.3,0.7,12,0,1,0.10,12,0,0,0.00
Ashton Hardaway,https://www.on3.com/db/ashton-hardaway-147236/,PF,SO,6-7,205,Sierra Canyon,"(Duncanville, TX)",89.00,,Committed,Saint Mary's College of California,Memphis Tigers,https://www.cbssports.com/college-basketball/players/29232396/ashton-hardaway/,F,MARYCA,33,0,9.5,2.1,23,65,35.4,13,42,31.0,11,12,91.7,33,0,9.5,11,30,41,1.2,33,0,14,0.4,9,0.3,1.6,33,0,9,0.30,33,0,8,0.20
Ashton Williamson,https://www.on3.com/db/ashton-williamson-7944/,CG,SO,6-2,170,Calumet,"(Gary, IN)",,,Entered,FIU,,https://www.cbssports.com/college-basketball/players/29559228/ashton-williamson/,G,FIU,33,16,24.2,7.3,95,241,39.4,28,85,32.9,23,34,67.6,33,16,24.2,15,68,83,2.5,33,16,89,2.7,63,1.9,1.4,33,16,52,1.60,33,16,6,0.20
Assane Diop,https://www.on3.com/db/assane-diop-7967/,PF,SO,6-10,190,Accelerated Schools Aka Family Services Found,"(Denver, CO)",91.72,,Entered,Colorado,,https://www.cbssports.com/college-basketball/players/29231784/assane-diop/,F,COLO,35,17,15.1,3.8,37,95,38.9,5,25,20.0,53,67,79.1,35,17,15.1,35,96,131,3.7,35,17,29,0.8,39,1.1,0.7,35,17,12,0.30,35,17,3,0.10
Augustinas Kiudulas,https://www.on3.com/db/augustinas-kiudulas-250343/,PF,SO,6-8,215,BC Rytas Vilnius,(Vilnius),91.66,,Committed,Virginia Military Institute,Colorado State Rams,https://www.cbssports.com/college-basketball/players/29234587/augustinas-kiudulas/,F,VMI,31,30,29.4,15.2,148,337,43.9,30,99,30.3,145,179,81.0,31,30,29.4,74,120,194,6.3,31,30,50,1.6,68,2.2,0.7,31,30,29,0.90,31,30,15,0.50
Augusto Cassia,https://www.on3.com/db/augusto-cassia-180456/,PF,SO,6-8,178,NBA Global Academy,(Mexico City),89.00,,Entered,Butler,,https://www.cbssports.com/college-basketball/players/29234824/augusto-cassia/,F,BUTLER,10,8,15.4,5.1,16,24,66.7,3,7,42.9,16,19,84.2,10,8,15.4,6,25,31,3.1,10,8,8,0.8,7,0.7,1.1,10,8,3,0.30,10,8,8,0.80
Austin Benigni,https://www.on3.com/db/austin-benigni-8183/,PG,JR,5-10,160,The Woodlands Christian,"(The Woodlands, TX)",80.75,,Entered,Navy,,https://www.cbssports.com/college-basketball/players/28967597/austin-benigni/,G,NAVY,34,34,33.8,18.8,192,473,40.6,34,101,33.7,220,255,86.3,34,34,33.8,21,90,111,3.3,34,34,146,4.3,80,2.4,1.8,34,34,31,0.90,34,34,8,0.20
Austin Herro,https://www.on3.com/db/austin-herro-236681/,CG,SO,6-3,180,Whitnall,"(Milwaukee, WI)",,,Entered,South Carolina,,https://www.cbssports.com/college-basketball/players/29232900/austin-herro/,G,SC,10,0,1.2,0.2,1,2,50.0,0,0,—,0,0,—,10,0,1.2,1,1,2,0.2,10,0,1,0.1,2,0.2,0.5,10,0,0,0.00,10,0,0,0.00
Austin Nunez,https://www.on3.com/db/austin-nunez-8598/,PG,JR,6-2,170,Wagner,"(San Antonio, TX)",93.13,,Committed,Arizona State,UTSA Roadrunners,https://www.cbssports.com/college-basketball/players/28956137/austin-nunez/,G,ARIZST,4,0,11,2.0,3,9,33.3,2,6,33.3,0,0,—,4,0,11,1,6,7,1.8,4,0,3,0.8,3,0.8,1.0,4,0,2,0.50,4,0,0,0.00
Austin Parks,https://www.on3.com/db/austin-parks-147233/,C,SO,6-10,240,Memorial,"(Saint Marys, OH)",87.50,,Committed,Ohio State,Toledo Rockets,https://www.cbssports.com/college-basketball/players/29235196/austin-parks/,C,OHIOST,15,0,8.3,1.3,8,15,53.3,0,1,0.0,4,8,50.0,15,0,8.3,7,6,13,0.9,15,0,5,0.3,5,0.3,1.0,15,0,2,0.10,15,0,1,0.10
Austin Rapp,https://www.on3.com/db/austin-rapp-250347/,PF,FR,6-10,230,Mazenod College,(Melbourne),92.36,,Committed,Portland,Wisconsin Badgers,https://www.cbssports.com/college-basketball/players/29555379/austin-rapp/,F,PORT,31,30,33,13.8,135,340,39.7,83,236,35.2,75,92,81.5,31,30,33,18,183,201,6.5,31,30,76,2.5,82,2.6,0.9,31,30,18,0.60,31,30,45,1.50
Austin Swartz,https://www.on3.com/db/austin-swartz-150883/,SG,FR,6-5,180,Cannon School,"(Concord, NC)",93.31,,Committed,Miami,Creighton Bluejays,https://www.cbssports.com/college-basketball/players/29560005/austin-swartz/,G,MIAMI,29,7,18.6,5.9,61,162,37.7,34,112,30.4,14,16,87.5,29,7,18.6,3,27,30,1.0,29,7,25,0.9,20,0.7,1.3,29,7,18,0.60,29,7,6,0.20
Avery Brown,https://www.on3.com/db/avery-brown-8885/,PG,JR,6-3,180,Northfield Mount Hermon,"(Beacon Falls, CT)",89.00,,Entered,Columbia,,https://www.cbssports.com/college-basketball/players/28954940/avery-brown/,G,CLMB,27,27,27.3,11.1,94,244,38.5,16,67,23.9,96,123,78.0,27,27,27.3,10,42,52,1.9,27,27,76,2.8,51,1.9,1.5,27,27,28,1.00,27,27,7,0.30
BJ Freeman,https://www.on3.com/db/bj-freeman-10606/,CG,SR,6-6,180,Moravian Prep,"(Hickory, NC)",92.70,,Entered,Arizona State,,https://www.cbssports.com/college-basketball/players/28955576/bj-freeman/,G,ARIZST,25,22,28.6,13.7,118,280,42.1,53,149,35.6,53,71,74.6,25,22,28.6,15,83,98,3.9,25,22,65,2.6,50,2.0,1.3,25,22,16,0.60,25,22,10,0.40
BJ Omot,https://www.on3.com/db/bj-omot-10618/,SF,JR,6-6,180,Mankato East Senior,"(Mankato, MN)",90.74,,Committed,California,Minnesota Golden Gophers,https://www.cbssports.com/college-basketball/players/28953956/bj-omot/,F,CAL,4,2,26.3,10.8,16,36,44.4,6,17,35.3,5,8,62.5,4,2,26.3,2,10,12,3.0,4,2,0,0.0,7,1.8,0.0,4,2,4,1.00,4,2,1,0.30
Baba Miller,https://www.on3.com/db/baba-miller-155768/,PF,JR,6-10,180,Spain,(Madrid),86.67,,Entered,Florida Atlantic,,https://www.cbssports.com/college-basketball/players/28954664/baba-miller/,F,FAU,34,34,29.9,11.3,141,290,48.6,39,114,34.2,63,98,64.3,34,34,29.9,51,186,237,7.0,34,34,92,2.7,65,1.9,1.4,34,34,27,0.80,34,34,58,1.70
Babacar Diallo,https://www.on3.com/db/babacar-diallo-225065/,SG,SR,6-6,197,The Patrick School,(Dakar),,,Entered,Missouri Kansas City,,https://www.cbssports.com/college-basketball/players/26600611/babacar-diallo/,G,UMKC,33,23,23,7.4,96,190,50.5,15,42,35.7,37,49,75.5,33,23,23,34,87,121,3.7,33,23,117,3.5,59,1.8,2.0,33,23,38,1.20,33,23,4,0.10
Babacar Faye,https://www.on3.com/db/babacar-faye-168151/,PF,SR,6-8,210,NBA Academy Africa,(Saly),91.66,,Entered,Western Kentucky,,https://www.cbssports.com/college-basketball/players/26778743/babacar-faye/,F,WKY,10,10,27.6,15.2,51,95,53.7,5,13,38.5,45,56,80.4,10,10,27.6,30,48,78,7.8,10,10,7,0.7,11,1.1,0.6,10,10,11,1.10,10,10,7,0.70
Baraka Okojie,https://www.on3.com/db/baraka-okojie-237870/,PG,SO,6-3,170,DME Academy,"(Daytona Beach, FL)",,,Entered,Memphis,,https://www.cbssports.com/college-basketball/players/29233053/baraka-okojie/,G,MEMP,31,2,11.3,1.5,16,39,41.0,6,14,42.9,7,17,41.2,31,2,11.3,10,28,38,1.2,31,2,37,1.2,21,0.7,1.8,31,2,13,0.40,31,2,3,0.10
Barry Dunning,https://www.on3.com/db/barry-dunning-9370/,SF,JR,6-6,205,McGill-Toolen Catholic,"(Mobile, AL)",91.41,,Committed,South Alabama,Pittsburgh Panthers,https://www.cbssports.com/college-basketball/players/28952459/barry-dunning-jr/,F,SALAB,32,31,32.9,15.1,187,409,45.7,39,126,31.0,71,93,76.3,32,31,32.9,61,170,231,7.2,32,31,70,2.2,54,1.7,1.3,32,31,30,0.90,32,31,10,0.30
Barry Evans,https://www.on3.com/db/barry-evans-147792/,SF,JR,6-7,198,Putnam Science Academy,"(Baltimore, MD)",90.00,,Committed,Bryant University,VCU Rams,https://www.cbssports.com/college-basketball/players/28952381/barry-evans/,F,BRYANT,33,33,32.8,13.3,172,361,47.6,42,112,37.5,52,79,65.8,33,33,32.8,77,148,225,6.8,33,33,89,2.7,69,2.1,1.3,33,33,44,1.30,33,33,18,0.50
Basheer Jihad,https://www.on3.com/db/basheer-jihad-174061/,PF,SR,6-9,220,North Farmington,"(Detroit, MI)",91.64,,Entered,Arizona State,,https://www.cbssports.com/college-basketball/players/26777021/basheer-jihad/,F,ARIZST,33,32,30.5,12.7,121,298,40.6,30,104,28.8,148,192,77.1,33,32,30.5,43,138,181,5.5,33,32,59,1.8,80,2.4,0.7,33,32,35,1.10,33,32,23,0.70
Baye Fall,https://www.on3.com/db/baye-fall-9430/,PF,SO,6-10,205,Accelerated Schools Aka Family Services Found,"(Denver, CO)",90.00,,Entered,Kansas State,,https://www.cbssports.com/college-basketball/players/29232864/baye-fall/,G,KSTATE,4,0,6.3,2.5,5,8,62.5,0,0,—,0,0,—,4,0,6.3,4,2,6,1.5,4,0,0,0.0,3,0.8,0.0,4,0,0,0.00,4,0,3,0.80
Belal El Shakery,https://www.on3.com/db/belal-el-shakery-250244/,PF,SO,6-8,230,The Winchendon School,"(Winchendon, MA)",,,Entered,Wofford,,https://www.cbssports.com/college-basketball/players/29232387/belal-el-shakery/,F,WOFF,8,0,10.6,3.3,9,24,37.5,1,9,11.1,7,13,53.8,8,0,10.6,10,23,33,4.1,8,0,11,1.4,8,1.0,1.4,8,0,2,0.30,8,0,3,0.40
Ben Johnson,https://www.on3.com/db/ben-johnson-250077/,SG,RS-JR,6-3,195,Lexington Catholic,"(Lexington, KY)",84.00,,Entered,Bellarmine,,https://www.cbssports.com/college-basketball/players/26777867/ben-johnson/,G,BELLAR,18,17,30.3,11.4,74,191,38.7,39,116,33.6,18,23,78.3,18,17,30.3,2,43,45,2.5,18,17,40,2.2,37,2.1,1.1,18,17,13,0.70,18,17,1,0.10
Ben Middlebrooks,https://www.on3.com/db/ben-middlebrooks-9885/,PF,SR,6-10,190,Westminster Academy,"(Fort Lauderdale, FL)",92.61,,Entered,NC State,,https://www.cbssports.com/college-basketball/players/26776913/ben-middlebrooks/,F,NCST,30,23,21.6,7.5,69,154,44.8,5,18,27.8,82,112,73.2,30,23,21.6,51,74,125,4.2,30,23,29,1.0,30,1.0,1.0,30,23,28,0.90,30,23,39,1.30
Ben Nicol,https://www.on3.com/db/ben-nicol-174496/,SF,SO,6-7,208,George Washington,"(Charleston, WV)",,,Entered,Ohio,,https://www.cbssports.com/college-basketball/players/29234704/ben-nicol/,F,OHIO,7,0,4.3,1.4,3,9,33.3,2,7,28.6,2,2,100.0,7,0,4.3,0,0,0,0.0,7,0,7,1.0,1,0.1,7.0,7,0,2,0.30,7,0,0,0.00
Ben Shtolzberg,https://www.on3.com/db/ben-shtolzberg-9995/,SG,JR,6-4,190,Southern California Academy,"(Northridge, CA)",88.98,,Committed,University of California Santa Barbara,Murray State Racers,https://www.cbssports.com/college-basketball/players/28952189/ben-shtolzberg/,G,UCSB,33,1,13.4,3.8,42,84,50.0,3,16,18.8,40,42,95.2,33,1,13.4,7,53,60,1.8,33,1,51,1.5,20,0.6,2.6,33,1,11,0.30,33,1,3,0.10
Bennett Stirtz,https://www.on3.com/db/bennett-stirtz-246747/,PG,JR,6-4,180,Liberty,"(Liberty, MO)",98.46,,Committed,Drake,Iowa Hawkeyes,https://www.cbssports.com/college-basketball/players/29558004/bennett-stirtz/,G,DRAKE,35,35,39.4,19.2,233,468,49.8,64,162,39.5,143,180,79.4,35,35,39.4,21,129,150,4.3,35,35,200,5.7,70,2.0,2.9,35,35,72,2.10,35,35,9,0.30
Benny Williams,https://www.on3.com/db/benny-williams-10249/,PF,SR,6-8,208,IMG Academy,"(Bradenton, FL)",97.07,,Entered,UCF,,https://www.cbssports.com/college-basketball/players/26776808/benny-williams/,F,UCF,35,1,13.1,3.6,54,123,43.9,5,23,21.7,14,30,46.7,35,1,13.1,28,44,72,2.1,35,1,28,0.8,21,0.6,1.3,35,1,13,0.40,35,1,19,0.50
Billy Smith,https://www.on3.com/db/billy-smith-147719/,CG,JR,6-7,200,Brebeuf Jesuit Preparatory School,"(Indianapolis, IN)",89.00,,Entered,Bellarmine,,https://www.cbssports.com/college-basketball/players/28954754/billy-smith/,G,BELLAR,30,29,30.5,14.0,153,344,44.5,77,199,38.7,37,39,94.9,30,29,30.5,6,77,83,2.8,30,29,77,2.6,54,1.8,1.4,30,29,41,1.40,30,29,7,0.20
Blake Barkley,https://www.on3.com/db/blake-barkley-162936/,PF,SO,6-8,195,Putnam Science Academy,"(Putnam, CT)",83.00,,Committed,Northwestern,East Tennessee State Buccaneers,https://www.cbssports.com/college-basketball/players/29233062/blake-barkley/,F,NWEST,4,0,3,1.0,2,5,40.0,0,1,0.0,0,0,—,4,0,3,1,3,4,1.0,4,0,0,0.0,0,0.0,—,4,0,0,0.00,4,0,0,0.00
Blake Buchanan,https://www.on3.com/db/blake-buchanan-155441/,C,SO,6-10,215,Lake City,"(Coeur D Alene, ID)",93.33,,Committed,Virginia,Iowa State Cyclones,https://www.cbssports.com/college-basketball/players/29234695/blake-buchanan/,F,UVA,32,22,21.9,5.4,70,131,53.4,0,2,0.0,33,61,54.1,32,22,21.9,58,112,170,5.3,32,22,45,1.4,27,0.8,1.7,32,22,17,0.50,32,22,36,1.10
Blake Harper,https://www.on3.com/db/blake-harper-248242/,SF,FR,6-8,210,Gonzaga,"(Washington, DC)",93.89,,Entered,Howard,,https://www.cbssports.com/college-basketball/players/29555472/blake-harper/,G,HOW,32,32,34.5,19.5,182,407,44.7,40,99,40.4,221,268,82.5,32,32,34.5,32,165,197,6.2,32,32,110,3.4,86,2.7,1.3,32,32,31,1.00,32,32,1,0.00
Bobby Durkin,https://www.on3.com/db/bobby-durkin-156822/,SF,SO,6-7,200,IMG Academy,"(Glen Ellyn, IL)",92.86,,Committed,Davidson,Minnesota Golden Gophers,https://www.cbssports.com/college-basketball/players/29233545/bobby-durkin/,F,DAVID,33,32,33.7,13.5,152,374,40.6,91,256,35.5,51,60,85.0,33,32,33.7,22,174,196,5.9,33,32,79,2.4,25,0.8,3.2,33,32,44,1.30,33,32,3,0.10
Bobby Pettiford,https://www.on3.com/db/bobby-pettiford-11354/,PG,SR,6-1,190,South Granville,"(Durham, NC)",89.00,,Entered,High Point,,https://www.cbssports.com/college-basketball/players/26776982/bobby-pettiford/,G,HIGHPT,30,0,21.5,8.8,106,182,58.2,8,20,40.0,43,50,86.0,30,0,21.5,13,63,76,2.5,30,0,102,3.4,38,1.3,2.7,30,0,30,1.00,30,0,1,0.00
Boden Kapke,https://www.on3.com/db/boden-kapke-155487/,C,SO,6-10,230,Holy Family Catholic,"(Victoria, MN)",89.00,,Committed,Butler,Boston College Eagles,https://www.cbssports.com/college-basketball/players/29231649/boden-kapke/,F,BUTLER,34,16,13.5,4.1,51,127,40.2,18,66,27.3,21,38,55.3,34,16,13.5,26,70,96,2.8,34,16,22,0.6,11,0.3,2.0,34,16,10,0.30,34,16,4,0.10
